"60818","Stuart Rosenberg",NULL
"60819","Alan Shayne",NULL
"60820","Eugene Marks","music editor"
"60821","Michael F. Anderson",NULL
"60822","Ross Thomas","(novel ""The Procane Chronicle"") (as Oliver Bleeck)"
"60823","Barry Beckerman","(screenplay)"
"60824","Anne Laune","wardrobe: women"
"60825","Dorothy Aldworth","script supervisor"
"60826","Lea Andrews","production secretary"
"60827","R. Anthony Brown","location manager"
"60828","Kenny Bell","still photographer (as Kenneth Bell)"
"60829","George Dye Jr.","second assistant camera (as George Dye Jr.)"
"60830","George Dye","second assistant camera (as George Dye Jr.)"
"60831","Joseph Edesa","gaffer (as Joe Edessa)"
"60832","Ralph Gerling","camera operator (as Ralph Girling)"
"60833","Clyde Hart","key grip"
"60834","Jim Sullivan","best boy"
"60835","Harry Young","first assistant camera (as Harry E. Young Jr.)"
"60836","David Macdonald","grip (uncredited)"
"60837","Philip M. Jefferies",NULL
"60838","Lucien Ballard",NULL
"60839","Lalo Schifrin",NULL
"60840","Edward Ledding","second assistant director (as Ed Ledding)"
"60841","Ronald L. Schwary","assistant director"
"60842","Gene Eliot","sound editor"
"60843","Louis Hogue","boom operator"
"60844","Billy Mauch","sound editor (as Bill Mauch)"
"60845","Michael Minkler","sound re-recording mixer"
"60846","Arthur Piantadosi","sound"
"60847","Harlan Riggs","sound"
"60848","Bill Rivol","sound editor"
"60849","Ed Scheid","sound editor (as Edwin Scheid)"
"60850","Josef von Stroheim","sound editor (as Joe Von Stroheim)"
"60851","Stanley S. Canter","producer"
"60852","Pancho Kohner","producer"
"60853","Gene Grigg","special effects"
"60854","Max Kleven","stunt gaffer"
"60855","Nick Dimitri","stunts (uncredited)"
"60856","Terence Anderson","assistant editor"
"60857","Hal Klein","unit production manager"
"60858","Shirley Padgett","hair stylist"
"60859","Phil Rhodes","makeup artist"
"60860","Sam Gordon","props"
"60861","Stephen Perry","props (as Steve Perry)"
"60862","J. Lee Thompson",NULL
"60863","Robert De Vestel",NULL
"60864","Jack Baur",NULL
"60865","Kurt Vonnegut Jr.","(play)"
"60866","Kurt Vonnegut Jr.","(screenplay)"
"60867","Dorothy Spencer",NULL
"60868","Marvin I. Kosberg","sound effects (as Marvin Kosberg)"
"60869","Herman Lewis","sound"
"60870","Arthur Piantadosi","sound"
"60871","Cecil Gordon","boom operator (uncredited)"
"60872","Bob Cochran","extras casting (uncredited)"
"60873","Harry Caplan","assistant director"
"60874","Murray Schwartz","second assistant director"
"60875","Seth Banks","wardrobe: men"
"60876","Edna Taylor","wardrobe: women"
"60877","Lester Goldsmith","producer (as Lester M. Goldsmith)"
"60878","Mark Robson","executive producer"
"60879","Bernard Donnenfeld","producer (uncredited)"
"60880","Robert Wise","producer (uncredited)"
"60881","Marvin Weldon","script supervisor"
"60882","Jean Gonzales","welfare worker (uncredited)"
"60883","Ralph Pulley","craft serviceman (uncredited)"
"60884","Mark Robson",NULL
"60885","Chuck Arnold","camera operator (uncredited)"
"60886","Mike Benson","camera assistant (uncredited)"
"60887","Al Ducharme","dolly grip (uncredited)"
"60888","Bill Hodgins","best boy (uncredited)"
"60889","Willard Klug","grip (uncredited)"
"60890","John Livesley","grip (uncredited)"
"60891","John Monte","still photographer (uncredited)"
"60892","Gene Stout","gaffer (uncredited)"
"60893","Ruby R. Levitt","(as Ruby Levitt)"
"60894","Michael Woulfe",NULL
"60895","Harry Caplan","production manager"
"60896","Boris Leven",NULL
"60897","Fred J. Koenekamp","(as Fred Koenekamp)"
"60898","Billy Gordon","(uncredited)"
"60899","Virginia Darcy","hair stylist"
"60900","Ben Lane","makeup supervisor"
"60901","Karl Silvera","makeup artist"
"60902","Phillip Bennett","assistant art director (uncredited)"
"60903","Lois Green Cohen","illustrator (uncredited)"
"60904","Max Frankel","props (uncredited)"
"60905","Arthur Friedrich","assistant props (uncredited)"
"60906","Walter Wasson","leadman (uncredited)"
"60907","Nicholas C. Washington","music editor"
"60908","Dennis Budimir","musician: guitar (uncredited)"
"60909","Larry Bunker","musician: percussion (uncredited)"
"60910","Artie Kane","musician: keyboards (uncredited)"
"60911","Louis Kaufman","musician: violin (uncredited)"
"60912","Milton Kestenbaum","musician: bass (uncredited)"
"60913","Virginia Majewski","musician: viola (uncredited)"
"60914","Richard Nash","musician: trombone (uncredited)"
"60915","Ted Nash","musician: woodwinds (uncredited)"
"60916","Emil Richards","musician: percussion (uncredited)"
"60917","Lee Ritenour","musician: guitar (uncredited)"
"60918","David Shire","conductor (uncredited)"
"60919","Dan Wallin","scoring mixer (uncredited)"
"60920","Robert L. Wolfe",NULL
"60921","Isabel Halliburton","casting consultant"
"60922","Carl Bernstein","(book) &"
"60923","Bob Woodward","(book)"
"60924","William Goldman","(screenplay)"
"60925","Jules Melillo","assistant costumer"
"60926","G. Perez","assistant costumer"
"60927","Bernie Pollack","costume supervisor"
"60928","Rebecca Britton","production coordinator"
"60929","Steve Bussard","researcher"
"60930","Eve Christopher","production staff"
"60931","Philip Geyelin","production staff (as Phil Geyelin)"
"60932","Jill Gifford","production staff"
"60933","Karen Hale Wookey","script supervisor (as Karen Wookey)"
"60934","Jack Hirshberg","production publicist"
"60935","Buck Holland","production assistant"
"60936","Erika Koppitz","production coordinator"
"60937","Ronnie Kramer","production coordinator"
"60938","Marge Leonard","production staff"
"60939","John Bard Manulis","production staff (as John Manulis)"
"60940","Stuart Neumann","production staff"
"60941","Joanna Ney","unit publicist"
"60942","Dan Perri","title designer"
"60943","Tammy Pittman","production staff"
"60944","Ken Ryan","auditor"
"60945","Liz Shea","production staff"
"60946","Lois Smith","publicity consultant"
"60947","Shirley Street","production staff"
"60948","Steve Vetter","location manager"
"60949","Howard Bingham","stillman"
"60950","Ray De La Motte","first assistant camera (as Ray de la Motte)"
"60951","Ralph Gerling","camera operator"
"60952","Carl R. Gibson Jr.","best boy (as Carl Gibson Jr.)"
"60953","Louis Goldman","stillman"
"60954","George Holmes","gaffer"
"60955","Larry D. Howard","best boy electric (as Larry Howard)"
"60956","Frank Lambers","crab dolly grip"
"60957","Bob Rose","key grip"
"60958","Peter Salim","second assistant camera"
"60959","Ron Vargas","second assistant camera"
"60960","Bernie Abramson","director of photography: second unit (uncredited)"
"60961","George Jenkins",NULL
"60962","Gordon Willis","director of photography"
"60963","David Shire",NULL
"60964","Bill Green","first assistant director"
"60965","Kim Kurumada","second assistant director"
"60966","Art Levinson","first assistant director"
"60967","Charles Ziarko","second assistant director"
"60968","Rick Alexander","re-recording mixer (as Dick Alexander)"
"60969","Clint Althouse","boom man"
"60970","Milton C. Burrow","supervising sound editor"
"60971","Les Fresholtz","production sound mixer / re-recording mixer"
"60972","Chris McLaughlin","boom man"
"60973","Arthur Piantadosi","re-recording mixer (as Art Piantadosi)"
"60974","James E. Webb","production sound mixer (as Jim Webb)"
"60975","Terrance Emerson","utility sound (uncredited)"
"60976","Edward Baken","transportation captain (as Eddie Baken)"
"60977","Craig Pinkard","transportation coordinator"
"60978","Jon Boorstin","associate producer"
"60979","Michael Britton","associate producer"
"60980","Walter Coblenz","producer"
"60981","Henry Millar","special effects"
"60982","Carroll Timothy O'Meara","assistant editor (as Tim O'Meara)"
"60983","Steve Potter","assistant editor"
"60984","E. Darrell Hallenbeck","executive production manager"
"60985","Fern Buchner","makeup artist"
"60986","Don L. Cash","makeup artist (as Don Cash)"
"60987","Romaine Greene","hairdresser"
"60988","Lynda Gurasich","hairdresser"
"60989","Gary Liddiard","key makeup artist"
"60990","Matty Azzarone","assistant property master"
"60991","Guy Bushman","assistant property master"
"60992","Mike Higelmire","lead man"
"60993","Roger Irvin","construction foreman"
"60994","Robert I. Jillson","assistant art director (as Bob Jillson)"
"60995","Robert Krume","construction coordinator"
"60996","Alan Levine","property master (as Allan Levine)"
"60997","Bill MacSems","property master (as Bill Mac Sems)"
"60998","George Szeptycki","draughtsman (as J. George Szeptycki)"
"60999","Gary Fettis","carpenter (uncredited)"
"61000","Dave Margolin","painter (uncredited)"
"61001","Edward T. McAvoy","scenic artist (uncredited)"
"61002","Alan J. Pakula",NULL
"61003","George Gaines",NULL
"61004","Alan Shayne",NULL
"61005","Donald Harris","music editor"
"61006","Larry Bunker","musician: percussion (uncredited)"
"61007","Danny Gould","composer: dance music (uncredited)"
"61008","Milton Kestenbaum","musician: bass (uncredited)"
"61009","Virginia Majewski","musician: viola (uncredited)"
"61010","Richard Nash","musician: trombone (uncredited)"
"61011","Christopher Palmer","orchestrator (uncredited)"
"61012","Miklos Rozsa","conductor (uncredited)"
"61013","Dan Wallin","score mixer (uncredited)"
"61014","Donn Cambern","(edited by)"
"61015","Karl Alexander","(story) &"
"61016","Steve Hayes","(story)"
"61017","Nicholas Meyer","(screenplay)"
"61018","Sal Anthony","costumer: men"
"61019","Yvonne Kubis","costumer: women"
"61020","Joan Joseff","costume jeweller (uncredited)"
"61021","Nicholas Meyer",NULL
"61022","Lea Andrews","production secretary"
"61023","John Bush","location liaison"
"61024","Oga Danylo","producer's secretary"
"61025","Sonny King","electronic animation: Image West, Ltd."
"61026","Russ Maehl","electronic animation: Image West, Ltd."
"61027","Kathy Orloff","unit publicist (as Katherine Orloff)"
"61028","Kathy Thomas","script supervisor (as Kathy Thomas Swor)"
"61029","Dominic Santarone","caterer (uncredited)"
"61030","Ruth Santarone","caterer (uncredited)"
"61031","Ron Frantzvog","second assistant cameraman"
"61032","J. Michael Marlett","gaffer (as Mike Marlett)"
"61033","Guy Polzel","key grip (as Guy Polzell)"
"61034","Glenn K. Shimada","first assistant cameraman (as Glenn Shimada)"
"61035","Peter Sorel","stills"
"61036","Timothy E. Wade","camera operator (as Tim Wade)"
"61037","Jonathan West","camera operator: second unit (uncredited)"
"61038","Edward C. Carfagno",NULL
"61039","Paul Lohmann","director of photography"
"61040","Miklos Rozsa","(as Miklos Rozsa)"
"61041","Michael Daves","assistant director"
"61042","Robert J. Doherty","DGA trainee (as Bob Doherty)"
"61043","Paul Magwood","second assistant director"
"61044","Steven-Charles Jaffe","second unit director (uncredited)"
"61045","Michael Colgan","supervising sound editor"
"61046","Les Fresholtz","re-recording mixer"
"61047","Martin Halperin","audio montage"
"61048","Jerry Jost","sound"
"61049","Joseph Kite","boom operator (as Joe Kite)"
"61050","Michael Minkler","re-recording mixer"
"61051","Arthur Piantadosi","re-recording mixer"
"61052","Colin Waddy","sound effects editor"
"61053","Jay Wertz","sound effects editor"
"61054","Ken Dufva","foley artist (uncredited)"
"61055","Jerry Jacobson","adr editor (uncredited)"
"61056","Herb Jaffe","producer"
"61057","Steven-Charles Jaffe","associate producer"
"61058","Jim Blount","special effects"
"61059","Larry L. Fuentes","special effects (as Larry Fuentes)"
"61060","Kevin Pike","special effects: custom props (uncredited)"
"61061","Everett Creach","stunt coordinator / stunts"
"61062","Jadie David","stunts (as Gadie David)"
"61063","Larry Duran","stunts"
"61064","Brad Eide","stunts"
"61065","Laurey Condon","assistant film editor"
"61066","William J. Meshover","assistant film editor"
"61067","Steve Mirkovich","assistant film editor (as Steven Mirkovich)"
"61068","Steve Johnson","colorist (uncredited)"
"61069","Bruce Pearson","color timer (uncredited)"
"61070","Austen Jewell","unit production manager"
"61071","Lynn F. Reynolds","makeup artist (as Lynn Reynolds)"
"61072","Dione Taylor","hair stylist"
"61073","Richard Evans","assistant property master (as Richard K. Evans)"
"61074","Richard Reseigne","construction coordinator (as Dick Reseigne)"
"61075","Bill Wainess","property master"
"61076","Richard M. Kristy","set dresser (uncredited)"
"61077","Richard Taylor","optical effects designer (as Richard F. Taylor)"
"61078","Chad Taylor","visual effects (uncredited)"
"61079","Barbara Krieger",NULL
"61080","Tim Hill","transportation captain"
"61081","Dianne Crittenden",NULL
"61082","Ted Sebern","music film editor (uncredited)"
"61083","Carl Kress",NULL
"61084","Frank Slaughter","(novel ""Doctors' Wives"") (as Frank G. Slaughter)"
"61085","Daniel Taradash","(screenplay)"
"61086","Seth Banks","wardrobe man (uncredited)"
"61087","Edna Taylor","wardrobe woman (uncredited)"
"61088","Ed Ware","wardrobe man (uncredited)"
"61089","George Schaefer",NULL
"61090","Dorothy Aldrin","script supervisor"
"61091","Richard Kuhn","title sequence"
"61092","Adrienne Luraschi","dialogue coach"
"61093","Pete Morrow","technical advisor"
"61094","Ed Fischer","unit publicist (uncredited)"
"61095","Peter Frankovich","production associate (uncredited)"
"61096","Art 'Klondike' Jones","craft service (uncredited)"
"61097","Skip Lambert","production assistant (uncredited)"
"61098","Clarence Milton","first aid (uncredited)"
"61099","Carl Boles","gaffer (uncredited)"
"61100","J.T. Dean","grip (uncredited)"
"61101","Al Ducharme","dolly grip (uncredited)"
"61102","John Monte","still photographer (uncredited)"
"61103","Dennis O'Sullivan","assistant camera (uncredited)"
"61104","Chris Schwiebert","camera operator (uncredited)"
"61105","Charles Termini","first assistant camera (uncredited)"
"61106","Lyle R. Wheeler",NULL
"61107","Charles Lang","director of photography (as Charles B. Lang)"
"61108","Elmer Bernstein",NULL
"61109","Philip L. Parslow","assistant director"
"61110","John M. Poer","second assistant director"
"61111","Mike Frankovich Jr.","assistant director (uncredited)"
"61112","Les Fresholtz","sound"
"61113","Arthur Piantadosi","sound"
"61114","Paul Kretchmer","sound recordist (uncredited)"
"61115","Michael Mekjian","boom operator (uncredited)"
"61116","John H. Newman","sound effects editor (uncredited)"
"61117","Luke Wolfram","sound effects editor (uncredited)"
"61118","Vern Jacobs","driver captain (uncredited)"
"61119","M.J. Frankovich","producer"
"61120","Moss Mabry",NULL
"61121","Paul Stewart","special effects (uncredited)"
"61122","Ralph E. Black","unit production manager (as Ralph Black)"
"61123","William O'Sullivan","executive production manager"
"61124","Virginia Jones","hair stylist"
"61125","Frank Prehoda","makeup artist"
"61126","Shirley Gilbert","hair stylist (uncredited)"
"61127","Don Schoenfeld","makeup artist (uncredited)"
"61128","Max Frankel","property master"
"61129","Philip Calhoun","props (uncredited)"
"61130","Lowell Chambers","set dresser (uncredited)"
"61131","Irving Goldfarb","props (uncredited)"
"61132","David M. Haber","set designer (uncredited)"
"61133","Eugene Harris","set designer (uncredited)"
"61134","John D. Jefferies Sr.","set designer (uncredited)"
"61135","Bob Lawless","stand-by painter (uncredited)"
"61136","Sydney Z. Litwack","assistant art director (uncredited)"
"61137","Lawrence W. Butler","process camera (uncredited)"
"61138","Marvin March",NULL
"61139","Joan Biel","music editor"
"61140","Tommy Tedesco","musician: guitar (uncredited)"
"61141","George Grenville",NULL
"61142","Charles McCarry","(novel ""The Better Angels"")"
"61143","Richard Brooks","(written for the screen by)"
"61144","Barry Francis Delaney","wardrobe: men (as Barry Delaney)"
"61145","Francine Jamison-Tanchuck","wardrobe: women (as Francine Jamison)"
"61146","Bud Santora","costumes: New York"
"61147","Ray Summers","costumes"
"61148","Richard Brooks",NULL
"61149","Kirk Borcherding","production accountant"
"61150","Rocco Derasmo","teamster captain: New York"
"61151","Eileen Eichenstein","production office coordinator: New York"
"61152","John Franco","script supervisor"
"61153","George Grenville","montage designer / title designer"
"61154","Mary Cay Hollander","production coordinator"
"61155","Stephanie Swafford","technical advisor: W.T.N."
"61156","Al Cerullo","helicopter pilot (uncredited)"
"61157","James W. Gavin","helicopter pilot (uncredited)"
"61158","B.J. Smith","first aid: construction (uncredited)"
"61159","James Blanford","second assistant camera: Texas"
"61160","Donald Carlson","first assistant camera: Texas (as Donald C. Carlson)"
"61161","Andrew M. Costikyan","camera operator: Texas"
"61162","Robert Miller Jr.","best boy grip"
"61163","Edward Morey III","camera operator (as Ed Morey III)"
"61164","John Murray","key grip (as John J. Murray)"
"61165","Lawrence E. Peets","best boy electric (as Larry Peets)"
"61166","Marcia Reed","still photographer"
"61167","Chris Squires","first assistant camera (as Christopher Squires)"
"61168","Gene Stout","gaffer (as Eugene Stout)"
"61169","Richard Turner","second assistant camera"
"61170","Rick Whitfield","video coordinator (as Richard Whitfield)"
"61171","Paul Caven","gaffer: additional photography (uncredited) / lighting technician (uncredited)"
"61172","Michael Ginsburg","still photographer: New York (uncredited)"
"61173","Adam Glick","set lighting technician (uncredited)"
"61174","Edward C. Carfagno","(as Edward Carfagno)"
"61175","Fred J. Koenekamp","director of photography (as Fred Koenekamp)"
"61176","Artie Kane",NULL
"61177","R. Anthony Brown","second assistant director"
"61178","Alan Hopkins","first assistant director: New York"
"61179","Steve Perry","first assistant director (as Steven H. Perry)"
"61180","Tom Seidman","second assistant director (as B. Thomas Seidman)"
"61181","Robert E. Warren","second assistant director: New York (as Robert Warren)"
"61182","Daniel J. Heffner","second second assistant director (uncredited)"
"61183","Duncan Scott","second second assistant director (uncredited)"
"61184","Rick Alexander","sound re-recording mixer (as Dick Alexander)"
"61185","Gene S. Cantamessa","production mixer (as Gene Cantamesa)"
"61186","Les Fresholtz","sound re-recording mixer"
"61187","Arthur Piantadosi","sound re-recording mixer"
"61188","Kay Rose","supervising sound editor"
"61189","Nancy Sammons","sound editor (as Nancy Sammons Barker)"
"61190","Victoria Rose Sampson","sound editor"
"61191","Chester Slomka","sound editor (as Chester L. Slomka)"
"61192","Raul A. Bruce","boom operator (uncredited)"
"61193","Ken Dufva","foley artist (uncredited)"
"61194","Richard Brooks","producer"
"61195","Andrew Fogelson","executive producer"
"61196","George Grenville","associate producer"
"61197","Ray Summers",NULL
"61198","Chuck Gaspar","special effects foreman"
"61199","Richard Stutsman","special effects technician (uncredited)"
"61200","Gary Zink","special effects (uncredited)"
"61201","Sandy Alexander","stunts"
"61202","William H. Burton Jr.","stunt coordinator (as Billy Burton)"
"61203","Gary Combs","stunts"
"61204","Frank Ferrara","stunts (as Frank Ferrar)"
"61205","Mic Rodgers","stunts (as Mic Rogers)"
"61206","Victoria Vanderkloot","stunts (as Victoria Vanderskleet)"
"61207","Ted White","stunts"
"61208","Lisa Dalton","utility stunts (uncredited)"
"61209","Larry Grenville","assistant editor"
"61210","Joan Bradshaw","unit production manager: New York (as Joan R. Bradshaw)"
"61211","Dean O'Brien","unit production manager"
"61212","Lillian Barb","hair stylist"
"61213","Joe DiBella","makeup artist (as Joseph DiBella)"
"61214","Christina Smith","makeup supervisor"
"61215","Jay Cannistraci","additional makeup artist (uncredited)"
"61216","Karl Hueglin","art director: New York"
"61217","Gary Martin","construction coordinator (as Gary O. Martin)"
"61218","Michael Muscarella","construction coordinator"
"61219","Richard Pitman","set designer (as Richard W. Pitman)"
"61220","Ernest W. Southern","stand-by scenic: New York (as Ernie Southern)"
"61221","Kenneth D. Westcott","property master"
"61222","Joseph Musso","production illustrator (uncredited)"
"61223","L.B. Abbott","special photographic effects"
"61224","Arthur Jeph Parker",NULL
"61225","Ivan Catton","special thanks (as Dr. Ivan Catton)"
"61226","Gerald C. Pomraning","special thanks (as Dr. Gerald C. Pomraning)"
"61227","Paul Casella Jr.","transportation captain"
"61228","Walt Freitas","transportation coordinator (as Walter Freitas)"
"61229","Karen Rea",NULL
"61230","Michael J. McDonald","score remixer"
"61231","Ted Whitfield","music editor"
"61232","Don Guidice",NULL
"61233","James Grady","(novel ""Six Days of the Condor"")"
"61234","Lorenzo Semple Jr.","(screenplay) and"
"61235","David Rayfiel","(screenplay)"
"61236","Joseph W. Dehn","wardrobe"
"61237","Bernie Pollack","wardrobe / costume supervisor (uncredited)"
"61238","Theoni V. Aldredge","clothes: Ms. Dunaway"
"61239","Michael Britton","location coordinator"
"61240","Dino De Laurentiis","presenter"
"61241","Federico De Laurentiis","assistant to producer"
"61242","Sam Goldrich","production accountant"
"61243","Maggie James","script supervisor"
"61244","Adeline Leonard Seakwood","office coordinator (as Adeline Leonard)"
"61245","Phill Norman","title designer"
"61246","Frans J. Afman","financial services (uncredited)"
"61247","Stephen A. Glanzrock","production assistant (uncredited)"
"61248","Stephen A. Kallis Jr.","technical advisor: computer sequence (uncredited)"
"61249","Enrique Bravo","camera operator"
"61250","Dusty Wallace","gaffer"
"61251","Robert Ward","key grip"
"61252","Holly Bower","special photographer (uncredited)"
"61253","Brian Hamill","still photographer: special assignment (uncredited)"
"61254","Gary Muller","second assistant camera (uncredited)"
"61255","Tom Priestley Jr.","assistant camera (uncredited)"
"61256","Stephen B. Grimes","(as Stephen Grimes)"
"61257","Owen Roizman",NULL
"61258","Dave Grusin",NULL
"61259","Michael Haley","second assistant director (as Mike Haley)"
"61260","Kim Kurumada","second assistant director"
"61261","Peter R. Scoppa","first assistant director (as Pete Scoppa)"
"61262","Ralph S. Singleton","second assistant director (as Ralph Singleton)"
"61263","Dennis Maitland","production sound"
"61264","Arthur Piantadosi","sound re-recordist"
"61265","Josef von Stroheim","sound editor (as Josef E. Von Stroheim)"
"61266","Gene Rudolf",NULL
"61267","Stanley Schneider","producer"
"61268","Dino De Laurentiis","executive producer (uncredited)"
"61269","Sydney Pollack","producer (uncredited)"
"61270","Joseph G. Aulisi","(as Joseph C. Aulisi)"
"61271","Augie Lohman","special effects"
"61272","Dean Smith","stunt double (uncredited)"
"61273","Fredric Steinkamp","supervising editor"
"61274","Paul Ganapoler","production manager"
"61275","Susan Germaine","hairdresser: Ms. Dunaway"
"61276","Lee Harman","makeup artist: Ms. Dunaway (as Lee Harmon)"
"61277","Gary Liddiard","makeup artist"
"61278","Bob O'Bradovich","makeup artist"
"61279","Alan Levine","property master (as Allan Levine)"
"61280","Bruno Robotti","master scenic"
"61281","Sydney Pollack",NULL
"61282","George DeTitta Sr.","(as George DeTitta)"
"61283","Shirley Rich",NULL
"61284","Joan Biel","music editor"
"61285","Hershy Kay","orchestration"
"61286","George Grenville",NULL
"61287","Jeanne Swain","casting: New Mexico (uncredited)"
"61288","Richard Brooks","(written by)"
"61289","Rita Riggs","wardrobe"
"61290","John Franco","script supervisor"
"61291","Al Horwits","public relations"
"61292","Rudy Ugland","horses (as Rudy Ugland Jr.)"
"61293","John Marshall","subtitle script and timing (uncredited)"
"61294","Lee Sollenberger","animal trainer (uncredited)"
"61295","Clifford Hutchison","chief electrician (as Cliff Hutchinson)"
"61296","Tom May","key grip"
"61297","Richard Tim Vanik","camera operator (as Tim Vanik)"
"61298","Harry Stradling Jr.","director of photography"
"61299","Alex North",NULL
"61300","Charles Bonniwell","second assistant director"
"61301","Tom Shaw","assistant director"
"61302","Les Fresholtz","sound re-recording"
"61303","Al Overton Jr.","sound"
"61304","Arthur Piantadosi","sound re-recording"
"61305","Kay Rose","sound editor"
"61306","Richard Tyler","sound re-recording"
"61307","Robert F. Boyle","(as Robert Boyle)"
"61308","Richard Brooks","producer (uncredited)"
"61309","Chuck Gaspar","special effects"
"61310","Mario Arteaga","stunts (uncredited)"
"61311","William H. Burton Jr.","stunts (uncredited)"
"61312","Jerry Gatlin","stunts (uncredited)"
"61313","Robert F. Hoy","stunts (uncredited)"
"61314","Jimmy Nickerson","stunts (uncredited)"
"61315","Walter Scott","stunts (uncredited)"
"61316","Buddy Van Horn","stunts (uncredited)"
"61317","Don Roth","assistant editor"
"61318","Nancy Sammons","assistant editor"
"61319","Gene Levy","production supervisor"
"61320","Fred C. Blau Jr.","makeup artist (as Fred Blau)"
"61321","Ray Mercer Jr.","property master (as Ray Mercer)"
"61322","John Alvin","poster artist (uncredited)"
"61323","Tom Jung","poster artist (uncredited) / poster designer (uncredited)"
"61324","Richard Brooks",NULL
"61325","Bob Signorelli","(as Robert Signorelli)"
"61326","Henry Edwards","(writer)"
"61327","Christopher Holmes",NULL
"61328","Phil Bodle","stereo sound consultant: Dolby"
"61329","Bill Dager","playback operator"
"61330","Ken Dufva","foley artist"
"61331","Michael H. Ford","sound editor (as Michael Ford)"
"61332","Les Fresholtz","sound re-recording mixer"
"61333","Michael Minkler","sound re-recording mixer"
"61334","Arthur Piantadosi","sound re-recording mixer"
"61335","Charles M. Wilborn","sound mixer"
"61336","Jeffrey Howard","assistant art director"
"61337","Al Litteken","construction coordinator"
"61338","Dave Margolin","painter"
"61339","James J. Pickering","drapery master"
"61340","Kevin Shanks","drapery man/floor covering"
"61341","Chris Soldo","second assistant director"
"61342","L. Andrew Stone","assistant director"
"61343","Jerram A. Swartz","second assistant director (as Jerram Swartz)"
"61344","John Caper Jr.","music editor"
"61345","Geoff Emerick","musical engineering consultant / original soundtrack album engineer: AIR Studios"
"61346","George Harrison","playback singer"
"61347","John Lennon","playback singer"
"61348","George Martin","conductor / music arranger / musical director / original soundtrack album produced by"
"61349","Paul McCartney","playback singer"
"61350","Jeff Porcaro","musician: percussion"
"61351","John Michael Weaver","assistant recording engineer (uncredited)"
"61352","Tony Faso","wardrobe: men (as Anthony Faso)"
"61353","Jennifer L. Parsons","wardrobe: women (as Jennifer Parsons)"
"61354","Todd C. Ramsey","special optical effects designer"
"61355","Jeanne Dodson","assistant: Mr. Anthony"
"61356","Richard L. Froman","electronic visuals created by (as Richard Froman)"
"61357","Dick Hansen","band crew"
"61358","Ron Hays","electronic visuals created by"
"61359","Domenic Iaia","electronic visuals created by"
"61360","Carol Lotito","assistant: Mr. Stigwood"
"61361","Joy MacMillan","assistant: Mr. Stigwood"
"61362","Harry Naughton","associate choreographer"
"61363","Tom O'Horgan","stage production conceived and adapted by"
"61364","Michele Panelli-Venetis","assistant: Mr. Rothstein (as Michele Panelli)"
"61365","Don Record","title designer"
"61366","Hannah Scheel","script supervisor"
"61367","Ben Schlossberg","hot air balloon services"
"61368","Dee Shafer","assistant: Mr. Oakes"
"61369","Henry Beale Smith","band crew"
"61370","Robin Wagner","stage production conceived and adapted by"
"61371","Maggie Wilde","assistant: Mr. Rothstein"
"61372","B.J. Smith","set medic (uncredited)"
"61373","Michael Schultz",NULL
"61374","Craig Denault","assistant camera (as Craig DeNault)"
"61375","Alan R. Disler","second assistant camera"
"61376","Dave Friedman","still photographer"
"61377","Gary Holt","gaffer"
"61378","Louis Niemeyer","assistant camera"
"61379","Bob Rose","key grip"
"61380","Bernie Schwartz","grip"
"61381","Chris Strong","electrician"
"61382","Donald E. Thorin","camera operator (as Donald Thorin)"
"61383","Marvin March",NULL
"61384","May Routh",NULL
"61385","Jack Roe","unit production manager"
"61386","Roger M. Rothstein","executive in charge of production"
"61387","Brian Eatwell",NULL
"61388","John C. Howard","associate editor"
"61389","Rick Mitchell","assistant editor"
"61390","Owen Roizman",NULL
"61391","Phil Cory","special effects"
"61392","Rocky Gehr","special effects technician"
"61393","Kathryn Blondell","hair stylist (as Kathy Blondell)"
"61394","Ben Nye Jr.","makeup artist (as Ben Nye II)"
"61395","Bron Roylance","makeup artist (uncredited)"
"61396","Brad Wilder","makeup artist (uncredited)"
"61397","Dee Anthony","executive producer"
"61398","Bill Oakes","associate producer"
"61399","Robert Stigwood","producer"
"61400","David Shire",NULL
"61401","Edward Hume","(screenplay) and"
"61402","Stephen Yafa","(screenplay)"
"61403","Ron Cowen","(play)"
"61404","Maury Winetrobe",NULL
"61405","Arthur Piantadosi","sound"
"61406","Jack Solomon","sound"
"61407","Barry Bedig","props (uncredited)"
"61408","Michael Minor","props (uncredited)"
"61409","Earl Moore","assistant editor (uncredited)"
"61410","David Salven","assistant director"
"61411","Andy Siegel","assistant director (uncredited)"
"61412","Thomas Welsh","costumer"
"61413","Vern Jacobs","transportation manager (uncredited)"
"61414","Don Record","director: special sequence / titles"
"61415","Cleo Anton","script supervisor (uncredited)"
"61416","Stanley Brossette","publicist (uncredited)"
"61417","Robert Hall","craft service (uncredited)"
"61418","James Herbert","location manager (uncredited)"
"61419","Anthony Newley",NULL
"61420","Bill Avery","still photographer (uncredited)"
"61421","Vee Bodrero","camera operator (uncredited)"
"61422","Tim Griffith","gaffer (uncredited)"
"61423","Bernie Schwartz","key grip (uncredited)"
"61424","Tommy Tedesco","musician: guitar (uncredited)"
"61425","Ned Parsons",NULL
"61426","David Salven","unit production manager"
"61427","Richard C. Glouner","director of photography"
"61428","Fred Roos","(uncredited)"
"61429","Karl Silvera","makeup artist"
"61430","Kirk Douglas","producer"
