"61431","Mark Rubin","associate producer"
"61432","Norman Kurland","associate producer (uncredited)"
"61433","Henry Vars",NULL
"61434","Davis Grubb","(novel ""Fools' Parade"")"
"61435","James Lee Barrett","(screenplay)"
"61436","David Bretherton","(as Robert Simpson)"
"61437","Robert L. Simpson",NULL
"61438","Dudley Holmes","property (as R. Dudley Holmes)"
"61439","Don Christie","stills"
"61440","Charles Donchin","stills"
"61441","Hawk Koch","assistant director (as Howard W. Koch Jr.)"
"61442","Jerry Ziesmer","assistant director (uncredited)"
"61443","Harry Bernsen","associate producer"
"61444","Andrew V. McLaglen","producer"
"61445","James Lee Barrett","producer (uncredited)"
"61446","Bob Forrest","script supervisor (as Robert Forrest)"
"61447","Dominic Santarone","caterer (uncredited)"
"61448","Ruth Santarone","caterer (uncredited)"
"61449","Andrew V. McLaglen",NULL
"61450","Alfred Sweeney",NULL
"61451","Marvin March",NULL
"61452","Buddy Van Horn","stunt double (uncredited)"
"61453","Dick Warlock","stunt double: Kurt Russell (uncredited)"
"61454","Russell Saunders","unit production manager"
"61455","Abe Lincoln Jr.","assistant editor (uncredited)"
"61456","Guy C. Verhille",NULL
"61457","Hoyt Bowers",NULL
"61458","Harry Stradling Jr.","director of photography"
"61459","Chuck Gaspar","special effects (as Charles Gaspar)"
"61460","Hank Edds","makeup artist"
"61461","Ann Saunders","hairdresser"
"61462","Frank Westmore","makeup artist"
"61463","Al Overton Jr.","sound"
"61464","Arthur Piantadosi","sound"
"61465","Robert Tracy","music editor (as Robert N. Tracy)"
"61466","Sheryl Levine","assistant music editor (uncredited)"
"61467","David E. Blewitt","(as David Blewitt)"
"61468","Judith Lamb","casting assistant (as Judy Lamb)"
"61469","James Mills","(novel)"
"61470","Abby Mann","(screenplay) and"
"61471","Ernest Tidyman","(screenplay)"
"61472","Margo Baxley","costumer"
"61473","John Boyt","costume supervisor"
"61474","Bucky Rous","costumer"
"61475","Bill Ballmer","technical advisor"
"61476","George Barrett","technical advisor"
"61477","Paul Baxley","action sequence coordinator"
"61478","Sonny Grosso","technical advisor"
"61479","Randy Jurgensen","technical advisor"
"61480","Saul Kahan","public relations"
"61481","Adeline Leonard Seakwood","production office coordinator"
"61482","James McNiff","technical advisor"
"61483","Betsy Norton","script supervisor"
"61484","John Walsh","technical advisor"
"61485","Douglas Dean III","production assistant (uncredited)"
"61486","Dustin Blauvelt","assistant camera"
"61487","John Englert","key grip"
"61488","Joel King","assistant camera"
"61489","Joe Pender","gaffer"
"61490","Albert Taffet","camera operator"
"61491","Donald E. Thorin","camera operator"
"61492","Brian Hamill","still photographer: special assignment (uncredited)"
"61493","Robert Clatworthy",NULL
"61494","Mario Tosi","director of photography"
"61495","Elmer Bernstein",NULL
"61496","Dick Moder","assistant director (as Richard Moder)"
"61497","Charles Norton","assistant director (as Charles H. Norton)"
"61498","Paul Baxley","second unit director (uncredited)"
"61499","Don Cahn","sound re-recordist"
"61500","Les Fresholtz","sound re-recordist"
"61501","Al Overton","sound mixer (as Alfred J. Overton)"
"61502","Arthur Piantadosi","sound re-recordist"
"61503","Richard Tyler","sound re-recordist"
"61504","M.J. Frankovich","producer"
"61505","Anna Hill Johnstone",NULL
"61506","Robert MacDonald","special effects"
"61507","Craig R. Baxley","stunt double (uncredited)"
"61508","Dean Jeffries","stunts (uncredited)"
"61509","Fred Scheiwiller","stunts (uncredited)"
"61510","Jerry Summers","stunts (uncredited)"
"61511","Abe Lincoln Jr.","assistant film editor"
"61512","Mike Frankovich Jr.","unit production manager"
"61513","William O'Sullivan","executive production manager (as William J. O'Sullivan)"
"61514","Patricia Miller","hair stylist (as Pat Miller)"
"61515","Fred Williams","makeup artist"
"61516","Philip Calhoun","property master"
"61517","Tom Jung","poster artist (uncredited) / poster designer (uncredited)"
"61518","Milton Katselas",NULL
"61519","John A. Kuri","(as John Kuri)"
"61520","Mary Imperato","grateful appreciation: Mayor's Committee on Filming in New York"
"61521","Helen O'Hagan","grateful appreciation: Saks Fifth Avenue"
"61522","Joyce Selznick",NULL
"61523","Quincy Jones",NULL
"61524","Truman Capote","(based on the book by)"
"61525","Richard Brooks","(written for the screen by)"
"61526","Peter Zinner","film editor"
"61527","John H. Newman","sound effects"
"61528","Arthur Piantadosi","sound (as A. Piantadosi)"
"61529","William Randall","sound (as Wm. Randall Jr.)"
"61530","Dick Tyler Sr.","sound (as Dick Tyler)"
"61531","Jack Haynes","sound (uncredited)"
"61532","Joe Henrie","sound effects (uncredited)"
"61533","Charles J. Rice","sound effects (uncredited)"
"61534","Robert Eaton","property master (as Bob Eaton)"
"61535","Joe LaBella","property master"
"61536","Earle Herdan","assistant editor (as Earl Herdan)"
"61537","Tom Shaw","assistant director"
"61538","John Anderson Jr.","assistant director (uncredited)"
"61539","Carl Beringer","assistant director (uncredited)"
"61540","Jack Martell","wardrobe"
"61541","Richard Brooks","producer (uncredited)"
"61542","John Franco","script supervisor"
"61543","Al Horwits","public relations"
"61544","Alvin Dewey","technical advisor (uncredited)"
"61545","James Post","technical advisor (uncredited)"
"61546","Dominic Santarone","caterer (uncredited)"
"61547","Ruth Santarone","caterer (uncredited)"
"61548","Richard Brooks",NULL
"61549","Robert F. Boyle","(as Robert Boyle)"
"61550","Jack Hayes","orchestrations"
"61551","Leo Shuken","orchestrations"
"61552","Jack H. Ahern","(as Jack Ahern)"
"61553","Jerry Brutsche","stunt double (uncredited)"
"61554","Lee Faulkner","stunts (uncredited)"
"61555","Harry Sundby","chief electrician"
"61556","Bernie Abramson","still photographer (uncredited)"
"61557","Eugene Barragy","grip (uncredited)"
"61558","Arthur Brooker","key grip (uncredited)"
"61559","Jordan Cronenweth","camera operator (uncredited)"
"61560","Michael A. Jones","best boy (uncredited)"
"61561","Emil Sauer","assistant camera (uncredited)"
"61562","Phil Stern","still photographer (uncredited)"
"61563","Robert C. Thomas","first assistant camera (uncredited)"
"61564","Conrad L. Hall","director of photography (as Conrad Hall)"
"61565","Chuck Gaspar","special effects"
"61566","Gary Morris","makeup"
"61567","Joseph Satten","acknowledgement: for technical assistance (as Dr. Joseph Satten)"
"61568","John David Earnest","orchestrator"
"61569","Donald Harris","music editor (as Don Harris)"
"61570","Pierre Henry","music excerpt: Voile d'Orphee"
"61571","Christopher Keene","conductor"
"61572","Charles Morrow","composer: additional music"
"61573","Sheldon Shkolnik","assistant to composer"
"61574","John David Earnest","composer: additional music (uncredited)"
"61575","Brian L. McCarty","music playback (uncredited)"
"61576","Dan Wallin","scoring mixer (uncredited)"
"61577","Eric Jenkins","(uncredited)"
"61578","Jack Harnish",NULL
"61579","Stephen Kolzak","additional casting (as Steve Kolzak)"
"61580","Joel Thurm","additional casting"
"61581","Paddy Chayefsky","(written for the screen by) (as Sidney Aaron)"
"61582","Paddy Chayefsky","(novel)"
"61583","Darryl M. Athons","costumer: men (as Darryl Athons)"
"61584","Shanan Harrell","costumer: women"
"61585","Ken Russell",NULL
"61586","Scott Bartlett","technical advisor"
"61587","Richard Clark","technical advisor"
"61588","Carline Davis-Dyer","script supervisor (as Cariline Davis-Dyer)"
"61589","Jimsie Eason","production associate"
"61590","Richard Greenberg","title designer"
"61591","Christina Lear","assistant to producer"
"61592","Paul Pav","location manager"
"61593","Vivian Russell","assistant: Mr. Russell (as Vivian Jolly)"
"61594","David Sadava","scientific advisor"
"61595","Alan Shapiro","production intern"
"61596","Lee Stitch","production secretary"
"61597","Susan Tarr","research assistant"
"61598","John Cunningham Lilly","scientific researcher (uncredited)"
"61599","Bill Iiams","general foreman (uncredited)"
"61600","George Leslie","production auditor (uncredited)"
"61601","Craig Miller","marketing consultant (uncredited)"
"61602","Philip Sharpe","effects technician (uncredited)"
"61603","Garrett Brown","Steadicam operator"
"61604","James Glennon","camera operator"
"61605","Adam Glick","set lighting technician"
"61606","Barbara Hanania","additional assistant camera: Boston"
"61607","Gary Holt","gaffer"
"61608","Johnny E. Jensen","first assistant camera (as John Jensen)"
"61609","Carey Jones","second assistant camera"
"61610","Sal Martorano","electrician"
"61611","Morgan Renard","still photographer"
"61612","Bob Rose","key grip (as Bobby Rose)"
"61613","Chris Strong","electrician"
"61614","John Burrell","electrician (uncredited)"
"61615","Carl R. Gibson Jr.","second grip (uncredited)"
"61616","Larry Lydia","company grip (uncredited)"
"61617","Walter Nichols","best boy (uncredited)"
"61618","A.J. Robicheau","electrician (uncredited)"
"61619","Eric Smith","electrician (uncredited)"
"61620","Lynn Troupe","company grip (uncredited)"
"61621","Don Whipple","dolly grip (uncredited)"
"61622","Richard Macdonald","(as Richard McDonald)"
"61623","Jordan Cronenweth",NULL
"61624","John Corigliano",NULL
"61625","Gary Daigler","assistant director"
"61626","Peter Schindler","second assistant director"
"61627","Willie D. Burton","sound mixer (as Willie Burton)"
"61628","Michael Colgan","supervising sound editor"
"61629","Laurey Condon","assistant sound editor"
"61630","Les Fresholtz","sound re-recording mixer"
"61631","Don Higgins","sound editor"
"61632","Jerry Jacobson","adr editor"
"61633","Stephen Katz","sound consultant"
"61634","Marvin E. Lewis","boom operator (as Marvin Lewis)"
"61635","Michael Minkler","sound re-recording mixer"
"61636","Arthur Piantadosi","sound re-recording mixer"
"61637","Fred Stafford","sound editor"
"61638","Colin Waddy","sound editor"
"61639","Jay Wertz","sound editor"
"61640","Robert W. Harris","cableman (uncredited)"
"61641","Stuart Baird","associate producer"
"61642","Howard Gottfried","producer"
"61643","Daniel Melnick","executive producer"
"61644","Ruth Myers",NULL
"61645","David Domeyer","special effects"
"61646","Larry L. Fuentes","assistant special effects (as Larry Fuentes)"
"61647","Chuck Gaspar","special effects"
"61648","James Kagel","sculptor"
"61649","Jeffrey A. Wischnack","special effects technician"
"61650","Woody Omens","director of photography: special effects (uncredited)"
"61651","M. James Arnett","stunts (uncredited)"
"61652","Cari Coughlin","apprentice editor"
"61653","Arthur W. Forney","assistant editor"
"61654","Paul Hamill","post-production assistant: Cinema Research Corp."
"61655","Thomas Penick","assistant editor"
"61656","William J. Meshover","second assistant editor (uncredited)"
"61657","David Silver","unit production manager (as Dave Silver)"
"61658","Carl Fullerton","special makeup assistant"
"61659","Michael Hancock","makeup artist"
"61660","Craig Reardon","special makeup assistant"
"61661","Dick Smith","special makeup"
"61662","Dione Taylor","hair stylist (as Dione Taylor-Demsky)"
"61663","Rick Baker","special makeup artist (uncredited)"
"61664","Gary Clark","head paint foreman"
"61665","Stan Cockerell","assistant props"
"61666","Sidney H. Greenwood","property master (as Syd Greenwood)"
"61667","Jeff Howard","assistant art director"
"61668","Joseph Hurley","illustrator (as Joe Hurley)"
"61669","Bill Iiams","general foreman"
"61670","Roger Irvin","construction coordinator"
"61671","Ronald C. Jacobs","lead man (as Ron Jacobs)"
"61672","Stephane Goulet","property supervisor (uncredited)"
"61673","William Hams","construction foreman (uncredited)"
"61674","Richard M. Kristy","set dresser (uncredited)"
"61675","Robert Blalack","special optical effects (as Robbie Blalack)"
"61676","Bran Ferren","special visual effects"
"61677","Louie Schwartzberg","time lapse photography (as Lou Schwartzberg)"
"61678","Jamie Shourt","special optical effects"
"61679","Max W. Anderson","visual effects (uncredited)"
"61680","Thomas L. Roysden","(as Thomas Roysden)"
"61681","Gina August","driver"
"61682","John M. Woodward","transportation coordinator (as John Woodward)"
"61683","Anthony Ardito","driver: honeywagon (uncredited)"
"61684","Ed Golab","driver (uncredited)"
"61685","Vern Jacobs","driver (uncredited)"
"61686","Charles Misere","transportation captain (uncredited)"
"61687","Fred Moshier","driver (uncredited)"
"61688","Ron Riner","driver (uncredited)"
"61689","Howard Feuer",NULL
"61690","Jeremy Ritzer",NULL
"61691","Dan Wallin","music mixer: re-mixed original multi-tracks"
"61692","Howard Alk",NULL
"61693","Bob Dylan",NULL
"61694","Gary C. Bourgeois","sound re-recording mixer / sound"
"61695","Les Fresholtz","sound re-recording mixer"
"61696","Steve Gagne","sound"
"61697","Petur Hliddal","sound recordist"
"61698","L.A. Johnson","sound recordist"
"61699","Gregory Malozzi","sound"
"61700","Michael Minkler","sound re-recording mixer"
"61701","Bruce Nyznik","sound editor"
"61702","Arthur Piantadosi","sound re-recording mixer"
"61703","Arthur Rosato","sound"
"61704","Peter Thillaye","sound editor"
"61705","Bob Dylan","(writer)"
"61706","Sam Shepard","(writer)"
"61707","Bob Dylan",NULL
"61708","Jacques Levy","assistant director"
"61709","Linda Thomases",NULL
"61710","Michael Ahern","production manager"
"61711","Jack Baran","production manager"
"61712","Greg Ramsay","assistant production manager"
"61713","Herb Robinson","production manager"
"61714","Howard Alk",NULL
"61715","Paul Goldsmith",NULL
"61716","Michael Levine",NULL
"61717","David Myers",NULL
"61718","Mel Howard","producer"
"61719","Dan Wallin","music scoring mixer"
"61720","Ted Whitfield","music editor"
"61721","Fredric Steinkamp",NULL
"61722","Boaty Boatwright","casting coordinator"
"61723","Alvin Sargent","(screenplay)"
"61724","Erich Maria Remarque","(novel ""Heaven Has No Favorites"")"
"61725","Roland Meledandri","suits: Al Pacino (as Meladandri)"
"61726","Annalisa Nasalli-Rocca","wardrobe: women (as Annalisa Nasalli Rocca)"
"61727","Bernie Pollack","wardrobe: men"
"61728","Piero Amati","location manager"
"61729","Antoine Compin","location coordinator"
"61730","Bill Finnegan","production executive (as William Finnegan)"
"61731","Annabelle King","production assistant"
"61732","Jose Lichtig","auditor: France (as Jose Lichtig)"
"61733","Phill Norman","titles"
"61734","Catherine Prevert","script supervisor (as Catherine Prevert)"
"61735","Ken Ryan","auditor: United States (as Kenneth Ryan)"
"61736","Georges Ferriere","gaffer (as Georges Ferriere)"
"61737","Jean Gimello","key grip"
"61738","John Jopson","additional cinematographer: racing scenes"
"61739","Tony Maylam","cameraman: additional racing footage filmed by"
"61740","Yves Rodallec","camera operator"
